value_date,domestic_aviation,total_ets_emissions,ground_transport,total_co2_emissions,power,industry,country,frequency,super_region
2018-01-31,26048.70684931507,1138856.1280292266,,,855002.3205521432,257805.10062776838,Germany,monthly,EU
2018-02-28,26048.70684931507,1437660.6706676516,,,1123521.178568458,288090.7852498787,Germany,monthly,EU
2018-03-31,26048.70684931507,1346064.847951593,,,992756.849965004,327259.2911372742,Germany,monthly,EU
2016-01-31,25768.509589041096,1319996.5906540824,,,1002748.9421661833,291479.1388988579,Germany,monthly,EU
2020-01-31,22219.498284622878,259198.4637748479,,,129789.07999917756,107189.88549104748,Spain,monthly,EU
2020-02-29,25291.617369272808,272067.907091127,146065.04695659108,418132.9540477181,117168.91325599667,129607.37646585751,Spain,monthly,EU
2020-03-31,15593.195525494193,241181.93236627107,146701.19262307725,387883.12498934835,80188.22260200097,145400.5142387759,Spain,monthly,EU
2020-04-30,378.618121367481,164707.16874560152,148652.0208860106,313359.18963161216,76406.01612651638,87922.53449771767,Spain,monthly,EU
2020-05-31,190.1528740680713,192603.61946378925,156789.75360341935,349393.37306720857,79126.71920893241,113286.74738078877,Spain,monthly,EU
2020-06-30,566.7830031049668,257089.35267901426,180808.66942354766,437898.0221025619,113237.46833730022,143285.1013386091,Spain,monthly,EU
2020-07-31,6457.620045658635,267751.9568250798,194420.316075776,462172.2729008558,145175.68330395615,116118.65347546506,Spain,monthly,EU
2020-08-31,17059.867216498922,273162.1661423979,218625.1917099179,491787.3578523158,132701.75613728998,123400.54278860897,Spain,monthly,EU
2020-09-30,14561.204101712014,277656.92406383745,229790.15088727858,507447.074951116,129184.0240143748,133911.6959477506,Spain,monthly,EU
2020-10-31,8661.674456895138,261115.8810346557,234674.29598311777,495790.1770177735,95346.31862515642,157107.88795260416,Spain,monthly,EU
2020-11-30,2819.143045314229,264584.3781474073,208034.81761570598,472619.1957631133,109541.11020372836,152224.1248983647,Spain,monthly,EU
2020-12-31,3459.9055582507553,223194.56979972136,208391.49178543652,431586.0615851579,91075.42401703476,128659.24022443584,Spain,monthly,EU
2021-01-31,1889.883778948459,233701.77617952682,193481.39264890872,427183.16882843553,98565.76904945092,133246.12335112743,Spain,monthly,EU
2021-02-28,1471.9497547020208,199923.7677945213,186469.20128522525,386392.9690797465,64363.12891073588,134088.6891290834,Spain,monthly,EU
2021-03-31,1515.7619331146261,226517.23126078045,188651.5578059857,415168.78906676616,76353.40794190238,148648.06138576346,Spain,monthly,EU
2021-04-30,1942.2544023254204,256358.8938589657,217434.24895453296,473793.1428134986,100135.19782437128,154281.44163226898,Spain,monthly,EU
2021-05-31,3192.644716857257,220329.0206941668,229449.14590438645,449778.16659855325,83963.32082478864,133173.0551525209,Spain,monthly,EU
2021-06-30,5900.37003938855,248951.216239638,238820.64658430175,487771.86282393977,110701.23697434143,132349.609225908,Spain,monthly,EU
2019-05-31,10111.781577362013,228308.03263585933,,,65579.5731349173,152616.67792358002,France,monthly,EU
2019-06-30,13042.332583678832,239200.11405465615,,,62195.221591754555,163962.55987922277,France,monthly,EU
2019-07-31,14424.166421560289,272662.5835852684,,,94703.26684166773,163535.1503220404,France,monthly,EU
2021-07-31,7600.297646159287,211387.6827378369,548420.6123755289,759808.2951133659,56464.20530705645,147323.17978462117,France,monthly,EU
2018-04-30,29466.167123287672,291691.1833673645,,,115654.9704115798,146570.04583249704,Spain,monthly,EU
2018-05-31,29466.167123287672,348156.3527786336,,,158758.82915330704,159931.35650203883,Spain,monthly,EU
2018-06-30,29466.167123287672,364129.0073800868,,,170470.19348995277,164192.64676684636,Spain,monthly,EU
2018-07-31,29466.167123287672,400723.0955642546,,,212509.23339254313,158747.6950484238,Spain,monthly,EU
2018-08-31,29466.167123287672,429942.66426163085,,,219472.95723254004,181003.53990580316,Spain,monthly,EU
2018-09-30,29466.167123287672,433125.2406641301,,,241682.47698025973,161976.59656058263,Spain,monthly,EU
2018-10-31,29466.167123287672,412154.4093215904,,,214103.92042755862,168584.32177074408,Spain,monthly,EU
2018-11-30,29466.167123287672,429260.5405336643,,,250677.8667803604,149116.5066300162,Spain,monthly,EU
2018-12-31,29466.167123287672,356764.2344929937,,,199848.07475622313,127449.99261348284,Spain,monthly,EU
2019-01-31,21833.44419223213,384100.2128548305,,,214500.92299311026,147765.84566948807,Spain,monthly,EU
2019-02-28,24728.31076731618,358230.53731016285,,,183879.2043107471,149623.02223209952,Spain,monthly,EU
2019-03-31,26806.142297861268,294313.63729841064,,,112290.62243313144,155216.87256741794,Spain,monthly,EU
2019-04-30,26453.967989284705,302397.5623862819,,,119778.72126154791,156164.87313544928,Spain,monthly,EU
2019-05-31,28640.733834186707,311971.7209179411,,,121266.780102141,162064.20698161342,Spain,monthly,EU
2019-06-30,38605.11196462041,345338.34390850744,,,146674.690794723,160058.54114916403,Spain,monthly,EU
2021-10-31,2339.2436515553795,399218.99449744984,289396.8231636821,688615.817661132,218259.2487193905,178620.5021265039,Italy,monthly,EU
2021-11-30,1770.2448885268718,469532.5658692033,301938.683647722,771471.2495169253,282330.3288544044,185431.99212627203,Italy,monthly,EU
2021-12-31,1507.0056561994318,453607.551363781,309343.9258138687,762951.4771776497,271355.9898225968,180744.55588498476,Italy,monthly,EU
2022-01-31,1596.3611137232185,387477.8579047498,297699.6753172372,685177.5332219871,258828.79141620253,127052.70537482409,Italy,monthly,EU
2022-02-28,1503.862300017852,440406.54690648906,290062.1616164048,730468.7085228938,269217.5684926235,169685.11611384767,Italy,monthly,EU
2022-03-31,1506.1081299538623,447165.2456047228,313162.163199452,760327.4088041747,269877.5002727837,175781.6372019853,Italy,monthly,EU
2022-04-30,1684.0900826051436,391951.4423574881,303008.8028800741,694960.2452375621,203548.79689700968,186718.55537787327,Italy,monthly,EU
2022-05-31,2071.713268664805,336571.34343179845,347736.2265570512,684307.5699888496,178589.70734420398,155909.92281892968,Italy,monthly,EU
2022-06-30,2434.5536698696183,399642.11756704125,342944.59625870176,742586.713825743,253378.2239371391,143829.33996003252,Italy,monthly,EU
2022-07-31,2598.9743094504483,439371.7576050723,329793.77046319295,769165.5280682652,289337.1537572143,147435.62953840755,Italy,monthly,EU
2022-08-31,2594.3978843691793,390824.9490344892,332027.669878035,722852.6189125243,244759.4526423085,143471.09850781155,Italy,monthly,EU
2020-03-31,2843.905503933836,370774.5288017353,193803.95132011894,564578.4801218542,175125.1532858379,192805.47001196354,Italy,monthly,EU
2020-04-30,1353.0640718133434,227402.43839164556,196613.67198340813,424016.1103750537,155404.68762829635,70644.68669153587,Italy,monthly,EU
2020-05-31,1062.607413483832,255365.50950422825,223883.20123234333,479248.7107365716,151969.82133399922,102333.08075674518,Italy,monthly,EU
2020-06-30,1272.058658807871,357843.1398442246,227823.58568738084,585666.7255316054,189020.11718948683,167550.9639959299,Italy,monthly,EU
2020-07-31,2172.417266760666,410046.7125557151,226978.62407681346,637025.3366325286,231179.15574042243,176695.13954853202,Italy,monthly,EU
2020-08-31,3526.6266947689714,373220.4133199752,229792.34844345975,603012.761763435,227436.59107236477,142257.19555284147,Italy,monthly,EU
2017-12-31,20140.306849315068,488787.09675103927,,,347529.4138517436,121117.37604998061,United Kingdom,monthly,
2018-01-31,11426.175342465753,405998.34974912414,,,273887.01236728445,120685.16203937393,United Kingdom,monthly,
2018-02-28,11426.175342465753,446879.20254573814,,,323312.2824372013,112140.74476607109,United Kingdom,monthly,
2022-11-30,19665.882560779275,320914.3751593942,378572.6655542893,699487.0407136835,196749.76304005663,104498.7295585583,United Kingdom,monthly,
2022-12-31,17245.284809822664,346482.63867694396,374872.0061220478,721354.6447989917,218506.65541548896,110730.69845163237,United Kingdom,monthly,
2023-01-31,16055.872606289826,292216.47253934207,357195.9922447587,649412.4647841007,177282.80778337983,98877.79214967239,United Kingdom,monthly,
2023-02-28,21164.708018386173,294065.855320036,299995.50267456344,594061.3579945995,193090.38964363717,79810.75765801268,United Kingdom,monthly,
2023-03-31,22014.924457607765,282480.3894978546,328631.46647156694,611111.8559694216,184148.31034723992,76317.15469300689,United Kingdom,monthly,
2021-01-31,3749.4138810080976,388485.4266019165,234036.92497873798,622522.3515806545,273685.74105531373,111050.27166559464,United Kingdom,monthly,
2021-02-28,3079.8656814480896,316000.3482043913,252313.06085549653,568313.4090598879,203078.95404683455,109841.52847610867,United Kingdom,monthly,
2021-03-31,3116.6612299024555,302132.91390047775,276855.0715650406,578987.9854655184,199153.70547513093,99862.54719544433,United Kingdom,monthly,
2021-04-30,3430.757975632444,327380.95535834896,315077.5325877204,642458.4879460693,220898.12895195448,103052.06843076202,United Kingdom,monthly,
2021-05-31,4116.156165656125,292485.5566538164,377475.9300070476,669961.486660864,190631.06461311158,97738.33587504875,United Kingdom,monthly,
2021-06-30,6319.7037804255315,262862.2108048119,405959.11450927024,668821.3253140822,162976.88440833244,93565.62261605394,United Kingdom,monthly,
2021-07-31,9929.783395412429,303537.7220189549,437326.6280859599,740864.3501049147,196556.64482092633,97051.29380261616,United Kingdom,monthly,
2021-08-31,15867.511654716303,278812.29110255354,477736.8630548088,756549.1541573624,166576.0094221758,96368.77002566148,United Kingdom,monthly,
2021-09-30,18609.41977889191,318554.7140083572,423204.3039412775,741759.0179496347,198145.53016502238,101799.76406444292,United Kingdom,monthly,
2021-10-31,17866.87235765563,278726.89107832883,398395.9031569377,677122.7942352665,152390.31762760362,108469.70109306958,United Kingdom,monthly,
2021-11-30,13903.25211004067,346718.0163195369,361430.4703675807,708148.4866871176,214783.51005459705,118031.25415489917,United Kingdom,monthly,
2021-12-31,14011.980672054551,334482.5496024606,307847.62747747696,642330.1770799375,222476.7527462381,97993.8161841679,United Kingdom,monthly,
2022-01-31,10354.463709035213,344369.0421505496,282576.969798901,626946.0119494506,231209.7477291531,102804.83071236129,United Kingdom,monthly,
2022-02-28,11780.864654515277,269475.9940963293,302098.49520392844,571574.4893002578,148183.40779323014,109511.7216485839,United Kingdom,monthly,
2022-03-31,14221.75019354595,319332.4851008635,351405.5445225944,670738.0296234579,209682.88846140806,95427.84644590948,United Kingdom,monthly,
2020-09-30,3921.6815047599293,277413.3881916099,281448.9215041641,558862.309695774,191267.0874412881,82224.61924556184,United Kingdom,monthly,
2020-10-31,4492.819241093667,280231.547789022,266170.6758514163,546402.2236404383,170290.5932224478,105448.13532548056,United Kingdom,monthly,
2020-11-30,1300.9056031311095,311282.7983447804,249629.87471085106,560912.6730556315,190803.9177710315,119177.97497061783,United Kingdom,monthly,
2020-12-31,1229.850348291415,344825.66100324533,256580.9204625667,601406.581465812,221663.76948935242,121932.04116560152,United Kingdom,monthly,
2022-04-30,20700.407624240852,318399.78486809216,330663.52110135806,649063.3059694502,200613.99191613417,97085.38532771711,United Kingdom,monthly,
2022-05-31,26662.069623216077,326589.1019007623,351617.5994834537,678206.7013842161,202094.2116807879,97832.82059675833,United Kingdom,monthly,
2022-06-30,29510.528433812913,336384.00633719505,347354.3321338303,683738.3384710253,194957.04552665006,111916.43237673209,United Kingdom,monthly,
2022-07-31,30823.997995903548,353353.02980189945,349117.59820270375,702470.6280046032,216487.43333434904,106041.59847164685,United Kingdom,monthly,
2022-08-31,31134.791774869067,347002.6905331805,361084.6022375847,708087.2927707653,220418.29130019344,95449.60745811797,United Kingdom,monthly,
2019-01-31,7539.749634068104,457851.7386115036,,,346652.65286379866,103659.33611363683,United Kingdom,monthly,
2019-02-28,8580.769097310613,332976.022884873,,,243833.71433126,80561.53945630237,United Kingdom,monthly,
2019-03-31,9205.248564685942,316578.9024807842,,,202982.5475118369,104391.10640426139,United Kingdom,monthly,
2019-04-30,10813.03136171394,331996.78523117834,,,209775.2444628691,111408.50940659527,United Kingdom,monthly,
2019-05-31,10571.753177782803,311587.8345220244,,,190755.28595273345,110260.79539150812,United Kingdom,monthly,
2019-06-30,11955.019558245547,292845.73145682033,,,188654.28928303783,92236.42261553695,United Kingdom,monthly,
2019-07-31,12270.03947114331,286888.20307078114,,,198384.4563728538,76233.70722678398,United Kingdom,monthly,
2019-08-31,12409.321321655954,276215.3841179554,,,153769.69301952716,110036.36977677228,United Kingdom,monthly,
2018-08-31,11426.175342465753,287029.44532642706,,,160022.83445100166,115580.43553295964,United Kingdom,monthly,
2018-09-30,11426.175342465753,263388.148331334,,,175007.85234016512,76954.12064870314,United Kingdom,monthly,
2018-10-31,11426.175342465753,331095.7136953916,,,208938.32535489713,110731.21299802873,United Kingdom,monthly,
2018-11-30,11426.175342465753,402317.0445292187,,,267603.4683617817,123287.40082497124,United Kingdom,monthly,
2018-12-31,11426.175342465753,380762.6600791133,,,240666.1547165863,128670.33002006127,United Kingdom,monthly,
2016-01-31,18957.008196721315,526822.7185315324,,,368175.10453270224,139690.6058021089,United Kingdom,monthly,
2016-02-29,18957.008196721315,533074.387356151,,,382715.41507329803,131401.96408613163,United Kingdom,monthly,
2016-03-31,18957.008196721315,454599.4438170615,,,357203.59186353005,78438.8437568101,United Kingdom,monthly,
2016-04-30,18957.008196721315,368123.5055832282,,,272936.2309569318,76230.26642957507,United Kingdom,monthly,
2016-05-31,18957.008196721315,317440.4932744313,,,207946.87848002638,90536.60659768364,United Kingdom,monthly,
2016-06-30,18957.008196721315,378494.454761398,,,240464.06380532388,119073.38275935283,United Kingdom,monthly,
2016-07-31,18957.008196721315,327604.5854764334,,,200747.16746010183,107900.40981961021,United Kingdom,monthly,
2016-08-31,18957.008196721315,306947.83733902953,,,188287.08371448432,99703.74542782387,United Kingdom,monthly,
2016-09-30,18957.008196721315,323635.4880858957,,,223019.926571785,81658.5533173894,United Kingdom,monthly,
2016-10-31,18957.008196721315,402304.98911702493,,,296884.7960523273,86463.18486797626,United Kingdom,monthly,
2016-11-30,18957.008196721315,501368.58731666213,,,361235.1460308621,121176.43308907871,United Kingdom,monthly,
2016-12-31,18957.008196721315,491978.40645274735,,,341340.5373138352,131680.86094219086,United Kingdom,monthly,
2017-01-31,20140.306849315068,591607.0450283138,,,423681.6428357899,147785.09534320878,United Kingdom,monthly,
2017-02-28,20140.306849315068,461255.56005739677,,,340431.25004978996,100684.00315829177,United Kingdom,monthly,
2017-03-31,20140.306849315068,370406.6355066209,,,249986.06650653496,100280.26215077088,United Kingdom,monthly,
2017-04-30,20140.306849315068,319117.77547559293,,,196945.1259462513,102032.34268002659,United Kingdom,monthly,
2017-05-31,20140.306849315068,310668.18228273187,,,187342.7105976447,103185.1648357721,United Kingdom,monthly,
2017-06-30,20140.306849315068,290172.12450694985,,,168744.35083958128,101287.46681805352,United Kingdom,monthly,
2017-07-31,20140.306849315068,285848.8899834032,,,170690.21711129902,95018.36602278912,United Kingdom,monthly,
2017-08-31,20140.306849315068,308416.1375708673,,,162078.52688453984,126197.30383701238,United Kingdom,monthly,
2017-09-30,20140.306849315068,359618.22851899173,,,205356.77020703658,134121.15146264006,United Kingdom,monthly,
2022-10-31,28788.80126271569,320436.38155241933,388770.5031123058,709206.8790322581,176371.13545866936,115276.44376443645,United Kingdom,monthly,
2018-03-31,11426.175342465753,442952.42218881677,,,340321.6117585328,91204.63508781821,United Kingdom,monthly,
2018-04-30,11426.175342465753,339702.04786233674,,,202830.54465935865,125445.32786051236,United Kingdom,monthly,
2018-05-31,11426.175342465753,283813.6446858237,,,169465.9495459123,102921.51979744567,United Kingdom,monthly,
2018-06-30,11426.175342465753,272249.17339044873,,,171467.16792665175,89355.83012133122,United Kingdom,monthly,
2018-07-31,11426.175342465753,320333.6665795493,,,181967.30637308463,126940.18486399893,United Kingdom,monthly,
2017-10-31,20140.306849315068,353969.09580506646,,,212824.53761334365,121004.25134240776,United Kingdom,monthly,
2017-11-30,20140.306849315068,507678.8268699398,,,340083.90228636476,147454.61773425995,United Kingdom,monthly,
2019-09-30,11282.622349241397,286983.6781788442,,,161960.55099198382,113740.50483761898,United Kingdom,monthly,
2019-10-31,11460.025718955962,321042.6465348422,,,206953.80322631073,102628.8175895755,United Kingdom,monthly,
2019-11-30,9068.62405911187,368922.0147726497,,,269558.7183989382,90294.67231459965,United Kingdom,monthly,
2019-12-31,8700.989103949087,348601.14425476815,,,218646.39668583864,121253.7584649804,United Kingdom,monthly,
2020-01-31,9278.464101752554,332990.27231606265,,,232968.4407567325,90743.36745757757,United Kingdom,monthly,
2020-02-29,10284.205407013302,282761.17443986324,198279.84242645407,481041.0168663173,187920.45694972246,84556.5120831275,United Kingdom,monthly,
2020-03-31,6636.039950242962,276121.1964400741,195855.70835254024,471976.9047926144,190367.3333418447,79117.82314798643,United Kingdom,monthly,
2020-04-30,565.9738076677776,200743.65379716794,195499.8640382133,396243.5178353812,130159.44931599645,70018.2306735037,United Kingdom,monthly,
2020-05-31,323.91614040431216,168307.41568281566,212888.88967330963,381196.3053561253,109176.05717338399,58807.44236902734,United Kingdom,monthly,
2020-06-30,468.4085068455828,263417.2435332404,262390.25011178374,525807.4936450241,148987.63020396282,113961.20482243199,United Kingdom,monthly,
2023-05-31,25940.224909322125,220177.45128302084,210434.69670264664,430612.14798566746,81967.5580891068,112269.66828459191,Spain,monthly,EU
2023-05-31,2584.188747093832,236308.14542206365,245360.88939393233,481669.03481599595,139986.40557068546,93737.55110428437,Italy,monthly,EU
2023-05-31,28931.814138926053,727389.6212390378,439560.1420341626,1166949.7632732005,396091.81620672636,302365.99089338555,Germany,monthly,EU
2023-05-31,29373.79730943815,275813.0390317099,276376.7314084623,552189.7704401722,148139.36049457415,98299.8812276976,United Kingdom,monthly,
2022-12-31,8170.348484764671,301232.8307076723,450054.57467347325,751287.4053811455,196938.23960850324,96124.24261440436,France,monthly,EU
2022-12-31,1897.2366553799393,392286.36144213344,326460.4198349919,718746.7812771252,270710.2400355094,119678.88475124406,Italy,monthly,EU
2022-12-31,18730.249814640963,1156803.7587572087,481993.3033484985,1638797.0621057071,867004.8455118283,271068.6634307393,Germany,monthly,EU
2022-12-31,13414.79496213084,256074.2199978167,277919.3367913665,533993.5567891833,109223.3529813885,133436.07205429737,Spain,monthly,EU
2023-01-31,7190.129488558342,246780.5533549882,453017.0971645027,699797.6505194909,146310.02290553236,93280.4009608975,France,monthly,EU
2023-01-31,17767.458383430192,973755.9235273602,480384.26764677896,1454140.1911741393,741399.1109007814,214589.35424314873,Germany,monthly,EU
2023-01-31,1872.6141570416853,360800.4452843424,322875.3532773938,683675.7985617362,247431.8838611795,111495.9472661212,Italy,monthly,EU
2023-01-31,11448.315209608178,198966.28507418238,275715.94270035886,474682.22777454124,69418.10614377572,118099.86372079847,Spain,monthly,EU
2023-02-28,16049.570490248148,286656.33356203,263694.44514418795,550350.7787062179,119535.11603070846,151071.64704107336,Spain,monthly,EU
2023-02-28,2542.054251656085,430207.39073131373,320093.46776354767,750300.8584948614,251720.3707281638,175944.96575149382,Italy,monthly,EU
2023-02-28,8983.58371407253,256352.56776182092,420417.06549810374,676769.6332599246,183878.622978967,63490.36106878135,France,monthly,EU
2023-02-28,23256.549152314547,1033469.266894489,498772.0722917325,1532241.3391862216,826514.9632799566,183697.75446221797,Germany,monthly,EU
2021-05-31,1683.5827851040037,302106.30999657203,237822.393829928,539928.7038265001,141763.94206421232,158658.7851472557,Italy,monthly,EU
2021-06-30,2128.683875712479,367786.82166650455,272710.6636772425,640497.4853437471,198840.546994869,166817.59079592305,Italy,monthly,EU
2021-07-31,2937.9042170600087,401825.8455432542,306639.9679432317,708465.813486486,229507.8797247492,169380.06160144505,Italy,monthly,EU
2021-08-31,3765.324757161307,347224.31938339095,343000.1333157963,690224.4526991872,192510.0883448757,150948.90628135393,Italy,monthly,EU
2021-09-30,3402.6611017477717,397702.3766348967,303701.60083221656,701403.9774671132,245709.1385381018,148590.5769950471,Italy,monthly,EU
2018-01-31,11535.624657534247,232466.80970274593,,,110285.12620028653,110646.05884492518,France,monthly,EU
2018-02-28,11535.624657534247,356990.31112688786,,,222481.51242988167,122973.17403947194,France,monthly,EU
2018-03-31,11535.624657534247,304297.2269977546,,,166191.5736336054,126570.02870661496,France,monthly,EU
2018-04-30,11535.624657534247,197634.21333956748,,,49973.79131712266,136124.79736491057,France,monthly,EU
2018-05-31,11535.624657534247,156678.58291560822,,,37256.662469843584,107886.2957882304,France,monthly,EU
2018-06-30,11535.624657534247,199894.34046753176,,,48770.47741198865,139588.23839800886,France,monthly,EU
2018-07-31,11535.624657534247,262334.85961415607,,,98442.08698025174,152357.1479763701,France,monthly,EU
2018-08-31,11535.624657534247,231662.8680130929,,,90659.03855384796,129468.2048017107,France,monthly,EU
2018-09-30,11535.624657534247,246814.75258943075,,,77416.28735467902,157862.8405772175,France,monthly,EU
2018-10-31,11535.624657534247,306210.9897600798,,,131936.8709234329,162738.49417911266,France,monthly,EU
2018-11-30,11535.624657534247,347418.39095372,,,174466.08972437357,161416.6765718122,France,monthly,EU
2018-12-31,11535.624657534247,298372.0972915349,,,129098.14942643927,157738.32320756136,France,monthly,EU
2019-01-31,8463.284689437454,320107.3465169365,,,204957.520222376,106686.54160512298,France,monthly,EU
2019-02-28,9012.318973414502,322575.87800083763,,,172281.66699151072,141281.8920359124,France,monthly,EU
2016-09-30,5419.668493150685,452786.6506122127,,,298227.4962298056,149139.48588925647,Italy,monthly,EU
2016-10-31,5419.668493150685,425103.2280195781,,,255577.43897498059,164106.1205514468,Italy,monthly,EU
2016-11-30,5419.668493150685,470189.8799787359,,,287077.32583426015,177692.88565132508,Italy,monthly,EU
2016-12-31,5419.668493150685,439748.02553069784,,,299463.33885072445,134865.01818682274,Italy,monthly,EU
2017-01-31,5221.334246575342,428077.1930489459,,,280080.298936224,142775.55986614653,Italy,monthly,EU
2017-02-28,5221.334246575342,420777.3684644853,,,223056.7339593496,192499.30025856028,Italy,monthly,EU
2017-03-31,5221.334246575342,380832.8536515389,,,171080.77507381683,204530.7443311467,Italy,monthly,EU
2017-04-30,5221.334246575342,360722.08101740736,,,173460.7981482288,182039.94862260317,Italy,monthly,EU
2017-05-31,5221.334246575342,322139.97777067125,,,171507.60377545774,145411.0397486381,Italy,monthly,EU
2017-06-30,5221.334246575342,421067.44091806066,,,234038.90718482767,181807.19948665763,Italy,monthly,EU
2023-04-30,2221.2269370588056,295981.0509720748,270968.2836137757,566949.3345858504,149805.90153206952,143953.92250294643,Italy,monthly,EU
2023-04-30,8894.296977974816,167990.3704319576,437439.29999382806,605429.6704257857,60567.073792953895,98528.99966102887,France,monthly,EU
2023-04-30,23370.65909659409,905084.6534152885,482023.22200998204,1387107.8754252705,540533.5110867108,341180.48323198356,Germany,monthly,EU
2023-04-30,20163.324941347804,218188.4628995357,245130.06213854035,463318.5250380761,76667.20254628593,121357.93541190196,Spain,monthly,EU
2023-04-30,24211.12023313776,299277.8434476029,291381.614734812,590659.4581824148,165323.48696874935,109743.23624571573,United Kingdom,monthly,
2020-08-31,16726.817116079324,873329.137016222,493056.49344708613,1366385.6304633082,559341.8989062367,297260.42099390604,Germany,monthly,EU
2020-09-30,19375.303741606494,995151.2230581889,524729.130337958,1519880.353396147,658936.0141661376,316839.9051504449,Germany,monthly,EU
2020-10-31,17038.57886047134,1023284.355884714,520124.7430136673,1543409.0988983815,661385.8117186878,344859.9653055549,Germany,monthly,EU
2020-11-30,13488.720536264316,1150151.361175284,497381.0276831259,1647532.38885841,801229.6589512976,335432.9816877221,Germany,monthly,EU
2020-12-31,11531.354272264438,1061143.1856398736,459796.5184166749,1520939.7040565484,736730.451125965,312881.3802416441,Germany,monthly,EU
2021-01-31,9344.662736823355,1130248.5741508426,467392.71131457936,1597641.285465422,816737.5114814474,304166.3999325719,Germany,monthly,EU
2021-02-28,8724.066504730228,964752.1604483683,511924.4655380007,1476676.6259863689,674156.1952871315,281871.8986565065,Germany,monthly,EU
2021-03-31,9326.81133319869,931770.516933404,520464.8324102641,1452235.3493436682,635073.399891592,287370.3057086133,Germany,monthly,EU
2021-04-30,9374.943801156869,903779.4263706495,579325.0790913566,1483104.5054620062,603030.8915313449,291373.59103814786,Germany,monthly,EU
2021-05-31,10056.478712949645,755488.92642005,601115.9252660493,1356604.8516860993,436624.6483746083,308807.79933249205,Germany,monthly,EU
2021-06-30,13304.954161069527,943712.0346312543,625923.8983033033,1569635.9329345576,616236.007913694,314171.07255649084,Germany,monthly,EU
2021-07-31,18777.743251230804,916783.9687601931,638589.0126861862,1555372.9814463793,575723.4362044544,322282.7893045079,Germany,monthly,EU
2021-08-31,22638.26153694114,863694.651947354,589576.9541720046,1453271.6061193584,526842.4559365988,314213.9344738139,Germany,monthly,EU
2021-09-30,24592.51906677148,1069896.2475598862,524298.6415142377,1594194.889074124,757484.8187590684,287818.9097340464,Germany,monthly,EU
2021-10-31,24450.357642585597,1013264.3374648,517813.6172566187,1531077.9547214187,689780.0685134613,299033.9113087531,Germany,monthly,EU
2021-11-30,20088.96248849728,1210805.7838644444,584403.2215718786,1795209.0054363231,863410.7986998598,327306.02267608716,Germany,monthly,EU
2021-12-31,17815.768460073643,1150407.2757008818,613131.4880198432,1763538.7637207252,815907.8502691868,316683.6569716212,Germany,monthly,EU
2022-01-31,15142.708996057048,1131361.3919953462,563616.8327499687,1694978.224745315,804091.5943393402,312127.0886599488,Germany,monthly,EU
2022-02-28,14521.496659025424,835934.7820940693,492266.9252688501,1328201.7073629193,650351.1292814923,171062.15615355154,Germany,monthly,EU
2022-03-31,16876.843753360605,1157029.6044125792,548060.8067592767,1705090.4111718559,850421.0625191325,289731.69814008597,Germany,monthly,EU
2022-04-30,21666.06392015352,991750.8429874298,480823.96406696003,1472574.8070543897,656994.101867672,313090.67719960416,Germany,monthly,EU
2022-05-31,26723.5490760115,878253.8483257332,536568.3824606887,1414822.2307864218,599906.8652761183,251623.43397360345,Germany,monthly,EU
2022-06-30,29634.201683658768,973859.8617320011,537701.8453907515,1511561.7071227524,671950.385207634,272275.27484070836,Germany,monthly,EU
2022-07-31,29464.32139763396,1007757.0122538549,539198.7394248924,1546955.7516787471,672950.9889763963,305341.7018798247,Germany,monthly,EU
2022-08-31,30756.04241187587,1071081.4634170502,539626.7181689448,1610708.181585995,740010.9079708059,300314.5130343684,Germany,monthly,EU
2022-10-31,10578.485886025688,237746.19628044043,450439.33589135273,688185.5321717932,115074.15804114795,112093.55235326679,France,monthly,EU
2022-10-31,2437.635145325015,404466.65574601025,356233.4406892112,760700.0964352214,240760.5585033159,161268.4620973693,Italy,monthly,EU
2022-10-31,25122.77314405386,309740.6334703541,296617.37417155644,606358.0076419106,141287.78957399438,143330.07075230582,Spain,monthly,EU
2022-10-31,28578.130213074706,943108.1044987207,543857.1098764775,1486965.2143751984,644593.5834926091,269936.39079303696,Germany,monthly,EU
2022-11-30,1984.4815400505877,378342.5849684908,345606.02132021723,723948.606288708,235029.617580007,141328.48584843325,Italy,monthly,EU
2022-11-30,23063.23417307784,1106743.337874902,511508.39545966935,1618251.7333345714,793241.9213061873,290438.18239563686,Germany,monthly,EU
2022-11-30,14153.880928822653,281195.8639071465,294222.43864387204,575418.3025510185,109323.39549780425,157718.58748051958,Spain,monthly,EU
2022-11-30,9104.250915245697,275643.0468204216,429233.36702595896,704876.4138463805,153688.98673150595,112849.80917366993,France,monthly,EU
2023-06-30,3037.663206520264,288297.3351854175,235549.80208554404,523847.1372709615,158000.77933234457,127258.89264655263,Italy,monthly,EU
2023-06-30,33666.333501633446,779912.7075527249,428165.99035966874,1208078.6979123936,436246.7715979774,309999.60245311394,Germany,monthly,EU
2023-06-30,31446.608706150415,281601.9486755015,205550.1048993712,487152.0535748728,109654.21544728786,140501.12452206327,Spain,monthly,EU
2023-06-30,34821.522073883876,294218.33771548193,261416.71246392818,555635.0501794101,162679.98136617412,96716.83427542394,United Kingdom,monthly,
2023-07-31,35960.91084898216,288263.6693836674,,,107733.67218718215,144569.0863475031,Spain,monthly,EU
2023-07-31,3550.549936184765,376218.41653495224,,,216849.3807961527,155818.4858026148,Italy,monthly,EU
