value_date,domestic_aviation,total_ets_emissions,ground_transport,total_co2_emissions,power,industry,country,frequency,super_region
2020-10-31,30832.569795935782,1713430.165860427,1221054.6885274483,2934484.854387875,1048392.24276478,634205.3532997114,Rest of Europe,monthly,EU
2020-11-30,16661.908988819894,1893092.030235552,1122036.1002503266,3015128.1304858783,1198898.7633945597,677531.3578521726,Rest of Europe,monthly,EU
2020-12-31,14524.144608229875,1876228.42530083,1114140.0461338535,2990368.4714346835,1214082.8285309225,647621.4521616775,Rest of Europe,monthly,EU
2021-01-31,10942.597456788548,1978149.155663145,1057311.5624296102,3035460.718092755,1327269.5469576537,639937.0112487025,Rest of Europe,monthly,EU
2021-02-28,7882.028218679688,1819148.4479482626,1108120.0470260326,2927268.494974295,1230504.4061571185,580762.0135724645,Rest of Europe,monthly,EU
2021-03-31,8220.863515792986,1809811.0085591925,1145777.4092564122,2955588.4178156047,1162742.5196409654,638847.6254024343,Rest of Europe,monthly,EU
2021-04-30,10926.747071354426,1732548.330494167,1288109.7633828165,3020658.0938769835,1084215.925035406,637405.6583874067,Rest of Europe,monthly,EU
2021-05-31,13805.058455519364,1576378.5317229852,1467145.9010990174,3043524.432822003,866960.3862857878,695613.0869816781,Rest of Europe,monthly,EU
2021-06-30,27747.732475669403,1637004.5368006483,1603183.526857031,3240188.0636576796,955450.9689894756,653805.8353355033,Rest of Europe,monthly,EU
2021-07-31,54915.34664459072,1749887.4240362272,1756004.1977958498,3505891.621832077,1079547.078078671,615424.9993129653,Rest of Europe,monthly,EU
2021-08-31,74435.01491638093,1727227.6046627434,1842809.5167517033,3570037.1214144467,1024306.1791466684,628486.4105996939,Rest of Europe,monthly,EU
2021-09-30,76768.38653007068,1853119.0961808604,1610357.7488479007,3463476.845028761,1143044.1643773913,633306.5452733985,Rest of Europe,monthly,EU
2021-10-31,73731.50681205458,1922574.7961124827,1548047.3777398113,3470622.1738522938,1156980.0524922432,691863.2368081848,Rest of Europe,monthly,EU
2021-11-30,48676.64886140467,2123458.47333895,1527037.5398504909,3650496.013189441,1330903.0978204845,743878.7266570607,Rest of Europe,monthly,EU
2021-12-31,47235.50069200114,2151544.2847437067,1403274.362162061,3554818.6469057677,1391162.2003745476,713146.5836771575,Rest of Europe,monthly,EU
2022-01-31,37640.89048596236,2044585.5678630767,1294719.6952433155,3339305.263106392,1304961.3438302022,701983.3335469121,Rest of Europe,monthly,EU
2022-02-28,37937.42197116359,1772406.7864173306,1295129.1401082769,3067535.9265256077,1145347.8547124723,589121.5097336948,Rest of Europe,monthly,EU
2022-03-31,48211.17876960986,1995185.0802529592,1472751.128865833,3467936.209118792,1294676.2602219996,652297.6412613498,Rest of Europe,monthly,EU
2022-04-30,67861.8139539118,1681747.2252383924,1388961.5320060626,3070708.7572444547,972363.8252289766,641521.5860555039,Rest of Europe,monthly,EU
2022-05-31,88579.04350641735,1624045.7867521937,1520703.0080868239,3144748.794839017,914954.5111618886,620512.2320838878,Rest of Europe,monthly,EU
2022-06-30,106197.1098505428,1755673.443738779,1523589.8386399818,3279263.282378761,1000510.5559990789,648965.7778891572,Rest of Europe,monthly,EU
2022-07-31,113798.23465607976,1826723.0831378018,1495891.6380714632,3322614.7212092653,1029661.6664391618,683263.1820425602,Rest of Europe,monthly,EU
2022-08-31,114518.74205772755,1816991.3018654531,1519837.6590740862,3336828.9609395396,1095722.5962085854,606749.9635991403,Rest of Europe,monthly,EU
2022-09-30,111197.32578194758,1812998.7214781868,1625516.5337744479,3438515.2552526346,1076739.710434377,625061.6852618621,Rest of Europe,monthly,EU
2022-10-31,98987.57372103391,1739839.9822545038,1614916.8492723275,3354756.8315268313,1017765.0274696663,623087.3810638034,Rest of Europe,monthly,EU
2022-11-30,69015.18243646542,1868041.0678584445,1563247.8293853248,3431288.89724377,1175983.694815781,623042.1906061982,Rest of Europe,monthly,EU
2022-12-31,60692.4744861636,1922716.4804740965,1538255.0502911722,3460971.5307652685,1293287.885775281,568736.1202126518,Rest of Europe,monthly,EU
2023-01-31,57643.524515275836,1667271.8397337392,1503727.6711154736,3170999.5108492128,1092226.3200168048,517401.9952016584,Rest of Europe,monthly,EU
2023-02-28,71992.657323368,1779585.0852090265,1368648.324433359,3148233.409642386,1165867.9236163825,541724.504269276,Rest of Europe,monthly,EU
2023-03-31,74197.37468961191,1687003.4782269518,1480565.8236506495,3167569.301877601,972093.4374273021,640712.6661100377,Rest of Europe,monthly,EU
2023-04-30,84228.78977131566,1534443.6318427352,1306409.307760604,2840852.9396033394,794847.5530515385,655367.289019881,Rest of Europe,monthly,EU
2023-05-31,97641.38977084837,1434014.966465011,1220156.205171069,2654171.17163608,692370.8514732431,644002.7252209196,Rest of Europe,monthly,EU
2023-06-30,116509.1929776895,1426922.5279058244,1167527.7921966608,2589133.1122596897,694025.8497133604,616387.4852147745,Rest of Europe,monthly,EU
2023-07-31,137778.65173213845,1486985.096704461,,,747855.1719451556,601351.2730271668,Rest of Europe,monthly,EU
2023-08-31,126326.80318527951,1615584.7553840287,,,816761.1916742071,672496.7605245421,Rest of Europe,monthly,EU
2023-09-30,116384.14125564006,1643149.6038195577,,,866673.5505655,660091.9119984175,Rest of Europe,monthly,EU
2023-10-31,103177.28678345443,1590129.9924623682,,,892273.4235635748,594679.2821153388,Rest of Europe,monthly,EU
2016-01-31,11065.476712328767,303690.8357369685,,,159485.73507672618,133139.62394791353,France,monthly,EU
2016-02-29,11065.476712328767,259173.95421295913,,,126656.22782013784,121452.24968049252,France,monthly,EU
2016-03-31,11065.476712328767,307208.70130350225,,,150029.24995337185,146113.97463780164,France,monthly,EU
2022-09-30,2781.4580046290725,409846.73691516655,357604.56821425195,767451.3051294185,256186.54469362504,150878.73421691245,Italy,monthly,EU
2022-09-30,11881.727002559399,228280.84765869647,451306.1501966917,679586.9978553881,102607.59802788543,113791.52262825164,France,monthly,EU
2022-09-30,29112.412185828798,316045.16576163087,294383.9253578511,610429.091119482,160070.40909755777,126862.3444782443,Spain,monthly,EU
2022-09-30,30868.146943108753,1048422.8504724702,558386.0934116715,1606808.9438841417,760429.2577056584,257125.44582370296,Germany,monthly,EU
2016-04-30,11065.476712328767,237789.05559498936,,,89999.90879675625,136723.67008590433,France,monthly,EU
2016-05-31,11065.476712328767,196623.5456164742,,,50409.68505658761,135148.38384755782,France,monthly,EU
2016-06-30,11065.476712328767,203370.8238682651,,,53991.62224629546,138313.7249096409,France,monthly,EU
2016-07-31,11065.476712328767,212543.91519243064,,,66096.53471691297,135381.9037631889,France,monthly,EU
2016-08-31,11065.476712328767,213040.90077800854,,,67776.00793848808,134199.4161271917,France,monthly,EU
2016-09-30,11065.476712328767,310708.2002840238,,,149469.07894422818,150173.64462746686,France,monthly,EU
2016-10-31,11065.476712328767,360923.95969517145,,,175939.05265441726,173919.4303284254,France,monthly,EU
2016-11-30,11065.476712328767,422838.7181757682,,,239557.61018101146,172215.63128242796,France,monthly,EU
2016-12-31,11065.476712328767,438482.9438337434,,,253914.50196373046,173502.9651576841,France,monthly,EU
2017-01-31,11357.668493150684,463032.23329732585,,,299943.51547161426,151731.04933256088,France,monthly,EU
2017-02-28,11357.668493150684,368489.6152759635,,,228831.73918785775,128300.20759495509,France,monthly,EU
2017-03-31,11357.668493150684,312850.71533918526,,,160200.50701170566,141292.53983432893,France,monthly,EU
2017-04-30,11357.668493150684,282717.831379752,,,123902.0964882384,147458.06639836295,France,monthly,EU
2017-05-31,11357.668493150684,251310.57265595585,,,88246.27843376993,151706.62572903527,France,monthly,EU
2017-06-30,11357.668493150684,233128.50275185995,,,76503.91279709352,145266.92146161574,France,monthly,EU
2017-07-31,11357.668493150684,285775.6504278202,,,123469.0754303317,150948.90650433785,France,monthly,EU
2017-08-31,11357.668493150684,220415.06642636235,,,66563.84937131949,142493.54856189218,France,monthly,EU
2017-09-30,11357.668493150684,246901.0298007264,,,109209.03156347391,126334.32974410181,France,monthly,EU
2017-10-31,11357.668493150684,344701.6133468338,,,188855.140053503,144488.8048001801,France,monthly,EU
2017-11-30,11357.668493150684,413771.6681292702,,,244523.14241900778,157890.85721711174,France,monthly,EU
2017-12-31,11357.668493150684,384363.7431505636,,,192001.63913733108,181004.4355200819,France,monthly,EU
2020-05-31,1718.7652603994193,137622.63193212418,305342.75876831054,442965.3907004347,46509.89246107819,89393.97421064657,France,monthly,EU
2020-06-30,2830.1666008801017,211448.57989007005,401784.23388132855,613232.8137713986,83213.96772867635,125404.4455605136,France,monthly,EU
2020-07-31,5518.625347924694,214809.52329673382,409696.63179821946,624506.1550949533,94066.42863705698,115224.46931175215,France,monthly,EU
2020-08-31,8880.29575978579,221530.80604074255,398568.5009452285,620099.306985971,86176.34526875654,126474.16501220023,France,monthly,EU
2020-09-30,9462.311177320418,250500.80994346936,404345.2595985463,654846.0695420157,106331.75738482612,134706.74138132282,France,monthly,EU
2020-10-31,6995.998054810501,236703.65487891942,391866.77095586504,628570.4258347845,84866.43032112041,144841.22650298852,France,monthly,EU
2020-11-30,4138.0653265505725,312975.0295065933,338972.9804488639,651948.0099554572,149161.18090582723,159675.78327421553,France,monthly,EU
